,accuracy,average_precision,balanced_accuracy,f1,precision,recall,roc_auc
xgboost,0.8250440917107584,0.8940368055248171,0.8250440917107584,0.7917716204869857,0.9777086573354069,0.6652557319223986,0.8452660122119263
