,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,average_precision
random_forest,0.8269400352733686,0.8269400352733687,0.961648611629934,0.6810405643738977,0.7973775231015435,0.8459940931104952,0.8934546399386581
